FEN
b2bnrkr/p2p2p1/3Pp3/4Pp1p/2p2P1n/7R/P1B1N1P1/B3NRK1 w - - 1 16
bq2rbk1/p4pp1/2p2nr1/3p3p/1P2PN1P/P2PN2R/B5P1/BQ4K1 w - - 0 16
2n1r1r1/p3q1kp/1p1nppp1/2p5/4N1P1/1P1NPP2/PQ1P2KP/4R1R1 w - - 1 16
1b3rk1/pq1pppp1/2n4r/7p/1Pb3nP/B2B1NP1/3PPPK1/1QR4R w - - 0 16
q4rkr/1bp1bpp1/4p3/p6p/PnNP3P/8/2BBPPPR/Q3R1K1 w - - 3 16
q2r1bkr/1bp2pp1/pp2pn2/6Np/2PP3P/1PNQ3R/P4PP1/2B1R1K1 w - - 2 16
1q1nrk2/pbp4p/1p1pppr1/1N1Pn1p1/2P2bP1/4N2P/PP1BPP2/1Q1R1KRB w - - 8 16
qb1rr3/4pk2/1pb1np2/6pp/1BP1n2P/P2NN2R/Q3PPP1/1B2R1K1 w - - 0 16
5rkr/p1bqppp1/1p3n2/3P3p/7P/2B2B1R/P2n1PP1/Q4RK1 w - - 0 16
1q1r2kr/p2b1pp1/1pp5/3p3p/3PNbnP/1P1BP1P1/P4PK1/Q2RB2R w - - 0 16
2qr1kr1/pp1bppb1/1n1p2p1/N1pN3p/2P3P1/1P1P1P1P/P3PB2/2QR1KR1 w - - 3 16
qbr2k1r/2n1p1p1/5pB1/p1n4p/P6P/1bN4R/4NPPB/Q3RK2 w - - 0 16
q4k1r/1pp1rpp1/3n1b2/p2Q1bNp/P1n4P/2PN4/1P2BPPB/4RK1R w - - 2 16
1q1rk2r/n2p1bpp/p3pp2/1p6/1P2P3/2N1QP2/1PP1B1PP/3RK2R w - - 2 16
3rkr2/1p1ppb1p/n2q4/p1p2p2/P2P1P2/4PB2/1PP2R1P/Q1NRK3 w - - 1 16
bb1qkr1r/p2p4/1p2nppn/2pNp2p/1PP1P1PP/5P1R/P2P2N1/BB1Q1RK1 w - - 1 16
3qnrk1/p4pp1/1p1p1b2/2p2p2/2PPb3/1P2P3/P3BPP1/B2QNRK1 w - - 2 16
2q1rbk1/p4pp1/1nn4r/2p1P1Np/3p1P1P/1P5R/P4NP1/B1Q2RK1 w - - 1 16
4rkr1/p3q2p/1p2nbp1/1N2pp2/2P4P/5PP1/P3PNK1/2Q1R2R w - - 1 16
1b1q2kr/pb1p2p1/1p2nr2/3Np1Np/2Pp3P/5PP1/PPQ5/2B2RKR w - - 2 16
5rkr/p1q1bpp1/1p2pn1p/2Pp3P/3P4/4N2R/P1QBPPP1/5RK1 w - - 0 16
1q2r1kr/pp3pp1/2p1n1B1/1Pb1P2p/7P/2P3P1/P7/N1BQR1KR w - - 1 16
4r1r1/pp3pkp/1nnb2p1/3p4/1P1P2P1/4N2q/P1N2PRP/1QB1R1K1 w - - 1 16
4b1kr/p3p2p/2p1nr2/3nqp2/8/1N6/PP1BP2P/1BQ1KR1R w - - 0 16
1rq3kr/n1bbppp1/4n3/p1Pp3p/P6P/1B1N3R/1QNBPPP1/1R4K1 w - - 3 16
q1r1bbkr/4np2/p3p1p1/N2p1nBp/3P3P/1R4P1/PP2NP2/1QR2BK1 w - - 0 16
2q1bkr1/p3p1bp/1p6/2pr1p2/n4Pp1/1N1P2P1/PP1RPBKP/1QN1R3 w - - 0 16
4r1k1/1p1qppp1/1n2n1r1/p2pP2p/3P3P/1NN2R2/PP3PP1/1QR2K2 w - - 4 16
1q1br2r/3n2pk/2pp1pb1/pp2p2p/2nPP2P/1NPN1PP1/PPB1RBK1/2Q4R w - - 0 16
2k2bbr/pp5p/2p2pp1/8/q1pNP3/5PP1/PPP2B1P/1Q3K1R w - - 0 16
1qn1kr2/pp5p/1n4b1/4P3/2P2p1b/BP2PB2/P6P/NQNK1R2 w - - 0 16
n2n1rk1/p2p2p1/4p3/2p1Pp1p/2P3qP/8/P2PP1P1/BB2QRK1 w - - 0 16
b1n2r2/p2pqpkr/5bp1/4p2p/2P1P3/1BNQ3R/P2PNPP1/5RK1 w - - 4 16
b2q1rk1/p2nbp1r/1n1p2p1/1Bp1pP1p/4P2P/2B3NR/2PP1NP1/3QR1K1 w - - 4 16
b2qrkrb/p1p2p2/6pp/2P1pnPn/4B1R1/1P1N4/P3NP1P/B2QRK2 w - - 0 16
1b3rkr/1p2p1p1/p4p1n/1b5p/2N1PP1P/2P3P1/PPB5/2B2RKR w - - 1 16
n1b1q1kr/ppb2pp1/n1pBr3/8/4N2p/1N3B1P/PPP1QPP1/3R2KR w - - 12 16
3q2kr/1p2bpp1/pn2b1n1/3p3p/P6P/1NN3B1/1PPQ1PP1/5BKR w - - 5 16
2nqrr2/pppb1pbk/n2p2p1/P2Pp1Pp/4P2P/2P3R1/1P1NNP2/2BQR1KB w - - 1 16
1bnq1r1r/pp2pb1k/5pp1/7p/3B3P/1N1B3R/PQ2PPP1/2R3K1 w - - 4 16
4brkr/pp4p1/1q1p1b2/2p2p1p/2P2P1P/2BP1n1R/PPN2QP1/5RK1 w - - 0 16
2qr1bk1/1ppbn1p1/6r1/N1PPp1pp/nP2N2P/8/5PP1/2QR1BKR w - - 0 16
3r1kr1/pp2ppb1/nn2q2B/3p4/6P1/N4B2/P3PP2/2QR1K1R w - - 0 16
4qkb1/pp1p1pp1/1n1r4/3P3p/7P/1NR5/PP3PP1/1B1Q1K2 w - - 1 16
2q1rkb1/ppb3p1/5r2/2p2p1p/2n2BnP/2N2N1R/PPB1PPP1/2QR1K2 w - - 2 16
r3kn1r/1pqnbpp1/2p1p2p/3pP3/p2P1P2/PNNPQ3/1PR2BPP/3K3R w - - 0 16
1r5r/p1pk3p/np2p1p1/5p2/P4P2/1bP3P1/3PP2P/1R2KR1B w - - 0 16
b3rqk1/p4pp1/1p1n2r1/7p/2PNpP1P/1P6/P2P1QP1/1B2R1KR w - - 3 16
b3r1k1/p1ppqpp1/1p1n3r/7p/2P1Pb2/1PN4R/P1B1QPP1/B3R1K1 w - - 5 16
2r2b1k/p2pq1pr/2nn1p2/1p2pP1p/2p1P2P/1PP2Q1R/P2P1NP1/B2R1BK1 w - - 1 16
2r2krb/1bp1n2p/pp6/3p1np1/3P4/1P1NP3/PB3P1P/1N1R1KRB w - - 0 16
2b2qk1/ppb4r/2p3p1/3n1pPp/5P2/PNP4R/1P4P1/1BB2QK1 w - - 3 16
2bbr3/ppn2qk1/2pp1np1/7p/2NP3P/1P4P1/P2N1PK1/2BB1Q1R w - - 3 16
2br2kr/1p4p1/p1qb1p2/P3p2p/n6P/1N1BQ3/1PP2PP1/2B1R1KR w - - 0 16
2b2k1b/ppp1p3/3B4/5p2/3n4/1NN3P1/PPP5/3RQK1q w - - 2 16
4r1k1/ppn2pp1/3n1r2/1b1Pq2p/1Q3N1P/4N3/PP3PP1/1B1R2KR w - - 9 16
nnr3kr/p4b2/3p1bpq/1PpP1p2/5P2/2N4P/PP1B2K1/2RBNQ1R w - - 3 16
1nr3kr/p2nqppb/2p1p3/2pp3p/3PP2P/1N3P1R/PP1N2P1/2R1QBK1 w - - 0 16
3qbkr1/p3ppb1/1p2n3/4n1p1/4B1P1/1NN5/PPQBPP2/5K1R w - - 5 16
1b1rqk1r/p1p1pppb/Npnn4/3p3p/1R1P3P/3N4/PPP1PPP1/1B1RQKB1 w - - 16 16
2rbqk1r/p1pnpb1p/1p4pP/8/1Q1P2p1/3NBP2/1P1NP3/3B1K1R w - - 0 16
2r4r/p2k2pp/1pn2q2/1Q3P2/2b5/6B1/nP1P2PP/1N2KB1R w - - 0 16
2rqk3/pp2p2p/2n3b1/3pb3/2nP1p2/1N5Q/PP3P1P/2R1KRBB w - - 0 16
bbr2k1r/p3p1pp/1p1n1p2/7P/1Pq1P3/P4P2/5QP1/BBN1RK1R w - - 1 16
b4k1r/p1p3p1/1p3bq1/1n3p1p/3P1Q1P/1B1P1P2/P5P1/1NN2K1R w - - 0 16
b2r3r/n1pqnkp1/1p3p2/1P1p3p/1P1P2PP/1P1B1P2/5K2/B1NR2QR w - - 1 16
bn2r1r1/p2kqp1p/1p1n4/2pP2p1/3p2P1/1P1Q4/P2KNP1P/B2R2RB w - c6 0 16
1bbr1k1r/pp2p3/2n2p1P/6p1/2BP4/1N6/PP2PP2/2B1RK1R w - - 1 16
1k2r1qr/ppp3p1/1nn1bb1p/2N1p3/4P3/3PB1P1/PP1NQ1KP/3BR2R w - - 3 16
2brkr2/2pn1qpp/pp3p2/3Pp3/4P1PP/bNPBB3/2P2Q2/3RK1R1 w - - 1 16
2bn1k1r/1pp2pbp/p4np1/4q3/2P1N1P1/1N4R1/PP2QP1P/2B2K1B w - - 0 16
1b3k1r/ppp1p1p1/2n2p2/2P4p/2b1q2P/3B1PB1/P3P1P1/2N2K1R w - - 0 16
