FEN
b1n2rkr/p2p1pp1/1p2pn2/7p/1QP1Pq1P/2R2P2/P1BP2P1/2N1NRK1 w - - 1 11
bqn1rbk1/p2p1pp1/1p5r/3Np2p/N1PnP2P/7R/P2P1PP1/BQ2RBK1 w - - 7 11
1qn1r1r1/p2p2kp/1p2ppp1/2pP4/3n4/1P1N1PP1/P2PP1KP/1Q1NR1R1 w - - 0 11
q4rkr/pn2ppp1/2pb1n2/2Np1b1p/P2P3P/1PQ5/4PPP1/1BB2RKR w - - 0 11
q1b2rk1/p3ppp1/1bnn3r/7p/3P3P/1B3N2/3NPPP1/Q1B2RKR w - - 3 11
q1b1r1kr/p3ppb1/1p4p1/n2P3p/3n3P/2N1B3/P1P2PP1/2QNRBKR w - - 2 11
3nrkr1/1p2pp1p/1pp5/1P3bp1/q7/6P1/PQ1PPP1P/1NR2KRB w - - 1 11
q1n1brk1/4ppp1/P2bn2r/3p3p/PPp4P/Q1NN4/3PP1P1/1B2BRKR w - - 0 11
q2bbrkr/p3ppp1/1p1n1n2/2pP3p/7P/1BBN4/P2NPPP1/Q4RKR w - c6 0 11
q1r2bkr/p3ppp1/1pn5/3pP2p/2nP2bP/1NNB4/PP3PP1/Q2RB1KR w - - 5 11
q1n1bkr1/p3pp1p/2p5/6p1/3b2P1/1PB5/P3PP1P/QN3KR1 w - - 0 11
q1nnrk1r/p5p1/1pp2p2/4b2p/2P4P/1P3P2/P3R1P1/1QNN1KBR w - - 0 11
qn1brk1r/pp4pp/5p2/2p5/3R3P/5P2/PPP2P1B/Q1N2K1R w - - 0 11
2qrk1br/ppp1n1pp/3bpp2/8/3PP2P/2PB4/PP2N1P1/Q2RK1BR w - - 3 11
1qnrk1rb/p2pp2b/1pn2p2/2p2p1P/2PP4/1PN1P3/P3N2P/Q2RKRBB w - - 3 11
bb1q1rk1/p2pnpp1/1p5r/4p2p/2PQP1nP/1P3N1R/P3NPP1/BB3RK1 w - - 0 11
q2b1rkr/p4pp1/1p2pnn1/2pp2Np/2P4P/1P2P3/P2PNPP1/B1Q2RKR w - - 0 11
bnq1r1k1/p1p2np1/1p2p1r1/3P1N1p/1bB4P/4Q3/PPP2PP1/B2NR1KR w - - 1 11
b1qr1krb/p3pppp/2n5/8/1pNn4/3PN3/1BP1PPPP/Q3RKRB w - - 1 11
1b1q1rkr/p1n2pp1/1p1p1n1p/2p1p2b/1PP1P2P/P2PNN2/5PP1/1BBQR1KR w - - 3 11
1qb1r1kr/pp1nbpp1/3p1n2/4p2p/1QPPP3/BN3N1P/P4PP1/3BR1KR w - - 1 11
nqb1r1kr/p3ppb1/4n3/1pp1Pp1p/7P/1NPB4/PP4P1/1QBNR1KR w - - 0 11
2b1rkrb/p1nppp1p/6p1/4n2q/1PP5/3P2P1/1BN2P1P/1Q1NRKRB w - - 5 11
2qn1rkr/pp1ppbp1/1n3p2/2P4p/4P2P/1N2bP2/PP1B2P1/1BQ2RKR w - - 0 11
2qb1rkr/pp1bnpp1/3p4/1Pp1p2p/2PnP2P/3PN3/P2BNPP1/1Q1B1RKR w - - 3 11
nq1rbbkr/pp3pp1/8/4p2p/4P1nP/2BN4/PPN2PP1/1Q1R1BKR w - - 3 11
1qnr1kr1/p1n1pp2/2p3p1/2Pp1b1p/PP6/2b3P1/1QN1PP1P/2NR1KRB w - - 0 11
2qnrk2/ppn2pp1/3p3r/2p1p2p/2P4P/1P2PP1R/P1NP1BP1/2Q1RK2 w - - 1 11
2nbrk1r/pp2qppb/2p5/3p3p/4P2P/1N3B1R/PPP2PPB/1Q2RK2 w - - 0 11
3rk2r/ppqpbbpp/1np5/4p3/2n1P2P/1N1N1P2/PPP1BBP1/2QRK2R w - - 1 11
1qn1krb1/pp2r2p/2p3p1/3pbp2/8/2PPB1P1/PP2P2P/N1QRKR1B w - - 2 11
1b1nqrk1/1bpp2p1/3n3r/QP2p2p/p3pP1P/3P3R/2P1N1P1/BB1N1RK1 w - - 0 11
b2bqrk1/p2p1n2/1pn1p2r/2p2ppp/2P4P/1P2PBNR/P2P1PP1/B1NQ1RK1 w - - 0 11
b2qrbk1/2pn1pp1/1p2p2r/p1Pp3p/1P1P3n/3NP2R/P2N1PP1/B2QRBK1 w - - 0 11
2nq1krb/pb3p1p/1pn5/3N2p1/3P4/1P1N2P1/P4P1P/B2QrKRB w - - 0 11
1bbq1rkr/p4pp1/2p1n3/1pp1pN1p/nQ1PP2P/1N6/PP3PP1/1BB2RKR w - - 0 11
2bbr1kr/1ppn1pp1/1n1q4/p3p2p/1N2P2P/2P2N2/PP2QPP1/2BB1RKR w - - 0 11
2bqr1kr/pp1p1pp1/2p1n3/4n1Pp/2P1P3/2N5/PPNQ1PP1/4RBKR w - - 1 11
1nbr1krb/ppp2p1p/6p1/2P1p1Pn/8/1NNP4/PP3P1P/2B1RKRB w - - 3 11
2n2rkr/p1bppbpp/5p2/8/8/1N1P4/P2BPPPP/1B3RKR w - - 2 11
2q1brk1/p1p3p1/1nnppb1r/5p1p/3P1P1P/1NN1P2R/PP4P1/2QBBRK1 w - - 1 11
2qrbbk1/ppn2pp1/2n3r1/3pp2p/2P4P/2N1PN1R/PP3PP1/1Q1RBBK1 w - - 0 11
2qrb2b/1pp1ppkB/1nn2r1p/p5p1/P2P2P1/1NN3RP/1PP2P2/2QRBK2 w - - 3 11
1b1qrk1r/pp4pb/2pn1p2/3p2Q1/2nPP2P/1N3P2/PP3BP1/NB2RK1R w - - 0 11
n3rkbr/pp1qb3/2np2p1/4p2p/1pP1N3/3P4/PQN1PPP1/3BRKBR w - - 2 11
1q1rkb1r/pp1n1bpp/1np2p2/8/3BPQ2/1N6/PPP1B1PP/1N1RKR2 w - - 6 11
1nqrk2r/pp2ppbb/2p3p1/3p1P2/2nPP1p1/1NN3RP/PPP5/2Q1KRBB w - - 0 11
bb1nr1k1/p2pq1p1/3np2r/2p1N2p/7P/7R/P1PP1PP1/BB1NRQK1 w - - 1 11
b2br1k1/p2pqpp1/2nnp2r/1pN4p/3PP2P/2B4R/P2N1PP1/3BRQK1 w - - 6 11
2nrqbk1/pb1p1pp1/1p2p1r1/7p/3NP2P/1P5R/P1P2PP1/B2RQBK1 w - - 1 11
b2rqk1b/p3np1p/1pn3r1/3p2p1/3P2P1/1PN3R1/P3NP1P/B2RQK1B w - - 2 11
1bb1rqkr/pp3pp1/5n2/2p4p/2Pn3P/2N2NP1/PP3P2/1BB1RQKR w - - 1 11
2b1rq1r/ppp2k1p/1n3b1P/4npp1/8/1NP5/PP2RPP1/1NBB1QKR w - - 0 11
5bkr/ppp2pp1/1nn1q3/5b1p/4pB1P/2N5/PPPN1PP1/4QBKR w - - 4 11
2brqkr1/ppn2p1R/2n1p3/2ppb1P1/2P1B1p1/2NP4/PP2PPK1/N1BRQ3 w - - 0 11
nbnr2kr/pp2q1p1/5p2/1b1pP2p/5P1P/3N4/PP4P1/NBR1BQKR w - - 0 11
n1r1bqkr/pp4p1/3p1b2/3Pnp1p/1BP4P/5N2/P4PP1/N1RB1QKR w - - 1 11
4rbkr/pppbqpp1/1nn5/2N4p/3P3P/1N6/PP2BPP1/2RQB1KR w - - 5 11
1nrqbkr1/p3pp1p/4P3/2p3P1/1pp2PP1/4P3/PbN5/1NRQBKRB w - - 0 11
1br1q1kr/pp2pppb/2pn4/2Np3p/3P1B1P/1P2P3/P1P2PP1/1B1RQK1R w - - 1 11
2rbq1br/pp4k1/1nnp2p1/4p2p/1pP5/P1NP1P2/2N1P1P1/2RBQKBR w - - 0 11
2rqkb1r/pp3bpp/1n6/2p2p2/2p5/4P1B1/PP1PB1PP/1NRQK2R w - - 0 11
